City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Kavaratti,IN,10.5669,72.642,81.52,69,95,9.6,overcast clouds
460,Bhaderwah,IN,32.9784,75.7186,43.61,30,0,2.77,clear sky
461,Svetlogorsk,BY,52.6333,29.7333,22.69,75,100,13.33,overcast clouds
462,Naron,ES,43.5167,-8.1528,60.04,98,100,8.52,overcast clouds
463,Kaihua,CN,23.3687,104.28,53.56,63,32,5.82,scattered clouds
464,Moron,AR,-34.6534,-58.6198,76.96,78,38,11.63,scattered clouds
465,Mocuba,MZ,-16.8392,36.9856,73.81,96,100,1.25,overcast clouds
466,Laguna,US,38.421,-121.4238,43.18,86,100,5.75,haze
467,Killybegs,IE,54.6333,-8.45,45.7,82,46,20.62,scattered clouds
468,Marabba,SD,12.35,32.1833,73.67,31,0,8.57,clear sky
469,Taltal,CL,-25.4,-70.4833,68.14,77,4,4.09,clear sky
470,Kozhva,RU,65.1073,57.0459,11.08,92,100,7.36,overcast clouds
471,Klaksvik,FO,62.2266,-6.589,45.52,81,100,15.75,overcast clouds
472,College,US,64.8569,-147.8028,-34.65,67,0,0.0,haze
473,Bobcaygeon,CA,44.5462,-78.542,22.28,97,26,4.68,scattered clouds
474,Sambava,MG,-14.2667,50.1667,74.23,88,79,3.8,broken clouds
475,Pattaya,TH,12.9333,100.8833,79.12,55,8,13.6,clear sky
476,Teahupoo,PF,-17.8333,-149.2667,78.76,76,100,11.97,overcast clouds
477,Boende,CD,-0.2167,20.8667,68.92,99,100,0.27,light rain
478,Dauphin,CA,51.1494,-100.0502,-5.66,71,100,6.91,overcast clouds
479,Palmer,US,42.1584,-72.3287,32.52,66,75,12.66,broken clouds
480,Gilbert,US,33.3528,-111.789,55.29,54,0,3.44,clear sky
481,Riviere-Au-Renard,CA,48.9957,-64.3971,34.09,88,100,23.24,light snow
482,Andenes,NO,69.3143,16.1194,28.92,80,99,3.44,overcast clouds
483,Hofn,IS,64.2539,-15.2082,31.75,71,100,47.85,overcast clouds
484,Vila Velha,BR,-20.3297,-40.2925,75.15,98,100,8.05,overcast clouds
485,Swan River,CA,52.1058,-101.2676,-4.04,98,100,6.89,overcast clouds
486,Antalaha,MG,-14.9003,50.2788,74.03,86,68,2.84,broken clouds
487,Tuatapere,NZ,-46.1333,167.6833,52.72,72,100,5.48,overcast clouds
488,Tamandare,BR,-8.7597,-35.1047,76.84,81,40,7.34,scattered clouds
489,Krasnogvardeyskoye,RU,45.8456,41.5186,26.31,67,0,3.58,clear sky
490,Benemerito De Las Americas,MX,16.5167,-90.6439,69.31,94,23,2.35,few clouds
491,Grand Island,US,40.925,-98.342,8.89,72,40,13.8,scattered clouds
492,Najran,SA,17.4924,44.1277,48.85,65,0,2.53,clear sky
493,Krechevitsy,RU,58.617,31.401,13.03,90,100,7.27,overcast clouds
494,Russell,US,32.3502,-85.1999,47.8,93,0,0.0,light rain
495,Ayr,GB,55.4627,-4.6339,47.5,81,20,14.97,few clouds
496,Adre,TD,13.4667,22.2,63.61,40,4,11.12,clear sky
497,Puerto Del Rosario,ES,28.5004,-13.8627,60.55,72,67,5.75,broken clouds
498,Valparaiso,CL,-33.0393,-71.6273,56.84,82,0,3.44,clear sky
499,Loandjili,CG,-4.7561,11.8578,77.43,84,100,3.56,overcast clouds
500,Beringovskiy,RU,63.05,179.3167,32.11,90,100,25.7,light snow
501,Sisimiut,GL,66.9395,-53.6735,21.24,56,47,10.27,scattered clouds
502,Nizwa,OM,22.9333,57.5333,60.31,73,0,4.45,clear sky
503,Maniitsoq,GL,65.4167,-52.9,25.84,49,21,4.61,few clouds
504,Esperance,AU,-33.8667,121.9,69.19,62,3,11.25,clear sky
505,Anadyr,RU,64.75,177.4833,28.9,79,100,49.21,overcast clouds
506,Isla Vista,US,34.4133,-119.861,56.82,78,0,4.61,clear sky
507,Pouebo,NC,-20.4,164.5667,80.8,74,59,2.3,broken clouds
508,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.63,98,100,2.21,overcast clouds
509,Kenora,CA,49.8167,-94.4337,0.77,85,100,3.44,overcast clouds
510,Vyartsilya,RU,62.1764,30.693,24.62,100,100,3.2,light snow
511,Bereda,ES,43.2686,-7.5406,56.41,100,100,5.68,light rain
512,Beira,MZ,-19.8436,34.8389,74.46,94,100,5.66,overcast clouds
513,Killin,US,33.6123,-91.7412,39.29,69,100,8.05,overcast clouds
514,Katangli,RU,51.7102,143.2326,3.02,84,100,22.75,overcast clouds
515,Genhe,CN,50.7833,121.5167,-12.39,93,100,2.3,overcast clouds
516,Okha,RU,53.5739,142.9478,-2.72,81,100,25.14,overcast clouds
517,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,51,0,8.01,clear sky
518,Russkiy Kameshkir,RU,52.8589,46.0892,18.5,94,99,9.82,overcast clouds
519,Derzhavinsk,KZ,51.1,66.3167,18.81,75,99,17.09,overcast clouds
520,Kasongo-Lunda,CD,-6.4667,16.8167,66.45,97,98,1.81,overcast clouds
521,Monte Escobedo,MX,22.3,-103.5833,47.52,31,4,3.0,clear sky
522,Lumeje,AO,-11.55,20.7833,63.77,91,100,2.82,light rain
523,Lepley,RU,54.3092,42.8599,23.29,94,100,7.72,overcast clouds
524,Pochutla,MX,15.7432,-96.4661,78.82,74,62,3.47,broken clouds
525,Zhoucheng,CN,35.9122,116.3117,39.87,42,100,6.82,overcast clouds
526,Vrangel,RU,42.7297,133.0839,14.88,48,0,10.58,clear sky
527,Batsfjord,NO,70.6345,29.7185,33.73,68,20,4.61,few clouds
528,Deputatskiy,RU,69.3,139.9,-3.71,99,100,2.71,light snow
529,Jumla,NP,29.2747,82.1838,48.51,12,9,1.86,clear sky
530,Linhares,BR,-19.3911,-40.0722,71.38,98,99,2.91,overcast clouds
531,Dukat,RU,62.55,155.55,9.1,98,100,9.46,overcast clouds
532,Goderich,CA,43.7501,-81.7165,32.92,74,100,9.01,overcast clouds
533,Karratha,AU,-20.7377,116.8463,83.89,51,19,12.95,few clouds
534,Marsh Harbour,BS,26.5412,-77.0636,71.53,68,96,13.04,overcast clouds
535,Norilsk,RU,69.3535,88.2027,-30.39,100,98,1.48,overcast clouds
536,Mahajanga,MG,-15.7167,46.3167,80.62,78,40,4.61,scattered clouds
537,Tevaitoa,PF,-16.7833,-151.5,80.22,75,94,12.93,overcast clouds
538,Haines Junction,CA,60.7522,-137.5108,-35.9,100,91,1.19,overcast clouds
539,Pluderhausen,DE,48.7988,9.5959,38.82,91,99,4.52,light rain
540,Garh Maharaja,PK,30.8339,71.9053,57.33,31,0,3.85,clear sky
541,Estrela,BR,-28.0611,-50.9383,61.41,97,100,6.08,moderate rain
542,Powell River,CA,49.8496,-124.5361,27.09,93,100,3.44,mist
543,Upington,ZA,-28.4478,21.2561,64.78,63,0,8.05,clear sky
544,Tecoanapa,MX,16.5167,-98.75,76.98,76,4,6.42,clear sky
545,Tautira,PF,-17.7333,-149.15,80.01,76,100,11.12,overcast clouds
546,Beitbridge,ZW,-22.2167,30.0,74.34,72,92,2.26,overcast clouds
547,Abu Samrah,SY,35.3029,37.1841,48.29,59,45,2.24,scattered clouds
548,Manokwari,ID,-0.8667,134.0833,83.82,70,100,5.32,overcast clouds
549,Porto Nacional,BR,-10.7081,-48.4172,75.2,88,100,1.16,overcast clouds
550,Aswan,EG,24.0934,32.907,63.7,48,0,4.61,clear sky
551,Vostok,RU,46.4856,135.8833,-2.56,79,63,5.97,broken clouds
552,San Quintin,MX,30.4833,-115.95,58.46,59,7,6.69,clear sky
553,Kondopoga,RU,62.2057,34.2614,24.48,100,96,1.19,overcast clouds
554,Jilib,SO,0.4883,42.7854,71.56,92,66,4.36,broken clouds
555,Severnoye,RU,56.3491,78.3619,29.97,97,100,12.17,light snow
556,Tiznit,MA,29.5833,-9.5,57.7,40,23,6.64,few clouds
557,Jinchang,CN,38.4953,102.1739,27.86,44,90,8.39,overcast clouds
558,Tiarei,PF,-17.5333,-149.3333,84.22,77,100,11.43,overcast clouds
559,Kenai,US,60.5544,-151.2583,0.61,85,11,9.69,few clouds
560,Sorong,ID,-0.8833,131.25,83.05,73,100,1.43,overcast clouds
561,Sao Domingos,BR,-13.3983,-46.3183,69.6,92,100,3.33,light rain
562,Borogontsy,RU,62.6683,131.1683,-43.65,99,58,1.68,broken clouds
563,Kalmunai,LK,7.4167,81.8167,75.54,91,100,7.47,overcast clouds
564,Sal Rei,CV,16.1833,-22.9167,74.93,73,0,19.37,clear sky
565,Tarangnan,PH,11.9009,124.7459,77.29,84,100,8.93,moderate rain
566,Tlacotepec,MX,20.0667,-97.8667,58.66,77,10,3.51,clear sky
567,Beaupre,CA,47.0443,-70.8953,31.01,85,79,3.91,broken clouds
568,Poya,NC,-21.35,165.15,75.92,88,99,10.38,overcast clouds
569,Ekibastuz,KZ,51.6667,75.3667,20.37,68,77,16.4,broken clouds
570,Roseburg,US,43.2165,-123.3417,41.5,84,0,0.0,clear sky
571,Paramonga,PE,-10.6667,-77.8333,70.74,82,94,6.38,overcast clouds
572,Porterville,US,36.0652,-119.0168,57.76,93,0,4.61,mist
573,Copiapo,CL,-27.3667,-70.3333,58.69,56,0,1.66,clear sky
574,Yar-Sale,RU,66.8333,70.8333,-4.22,99,100,12.97,overcast clouds
575,Velim,CZ,50.0597,15.1071,29.7,90,81,6.31,broken clouds
576,Kieta,PG,-6.2167,155.6333,84.7,71,39,4.29,scattered clouds
577,Bar Harbor,US,44.3876,-68.2039,32.92,85,100,15.01,overcast clouds
578,Kunashak,RU,55.7032,61.5498,12.72,83,11,16.31,few clouds
579,Moose Factory,CA,51.2585,-80.6094,12.18,85,100,9.22,overcast clouds
580,Marfino,RU,55.7028,37.3822,23.16,85,20,13.42,few clouds
581,Eyl,SO,7.9803,49.8164,75.31,72,18,18.63,few clouds
582,Manali,IN,13.1667,80.2667,77.09,80,100,12.06,overcast clouds
583,Bardiyah,LY,31.7561,25.0865,62.67,82,26,13.47,light rain
584,Cherdyn,RU,60.403,56.4787,0.0,95,100,7.61,overcast clouds
585,Port Augusta,AU,-32.5,137.7667,90.41,29,100,12.08,overcast clouds
586,Vanderhoof,CA,54.0166,-124.0198,-20.47,97,17,1.12,few clouds
587,Waingapu,ID,-9.6567,120.2641,87.4,54,50,1.39,scattered clouds
588,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,63,0,8.05,clear sky
589,Ladybrand,ZA,-29.1945,27.4574,57.58,74,26,1.77,scattered clouds
590,Bria,CF,6.5423,21.9863,70.54,37,100,3.65,overcast clouds
591,Nabire,ID,-3.3667,135.4833,86.95,64,99,5.88,overcast clouds
592,Hamilton,US,39.1834,-84.5333,29.03,75,0,5.75,clear sky
593,Rijeka,HR,45.3431,14.4092,45.23,70,0,1.14,clear sky
594,Queimadas,BR,-10.9783,-39.6264,70.27,74,69,4.41,broken clouds
595,Alta Floresta,BR,-9.8756,-56.0861,71.58,96,100,2.62,light rain
596,Presidente Franco,PY,-25.5333,-54.6167,72.12,83,75,5.75,thunderstorm
597,Karasburg,NA,-28.0167,18.75,58.84,57,0,7.09,clear sky
598,Gazli,UZ,40.1333,63.45,36.21,65,0,4.81,clear sky
599,Havoysund,NO,70.9963,24.6622,28.63,59,99,2.01,overcast clouds
600,Christchurch,NZ,-43.5333,172.6333,59.2,77,100,5.75,overcast clouds
601,Prince Rupert,CA,54.3161,-130.3201,10.49,44,0,4.61,clear sky
602,Hadrut,AZ,39.52,47.0318,42.55,92,100,1.19,overcast clouds
603,Elk City,US,35.412,-99.4043,37.38,69,0,8.05,clear sky
604,Harur,IN,12.0667,78.5,71.17,78,37,3.09,scattered clouds
605,Morondava,MG,-20.2833,44.2833,80.82,81,74,11.16,light rain
606,Khani,GE,41.9563,42.9566,33.37,99,100,2.91,overcast clouds
607,Kamaishi,JP,39.2667,141.8833,36.77,60,57,12.84,broken clouds
608,Humaita,BR,-7.5061,-63.0208,73.22,99,100,4.34,overcast clouds
609,Linxia,CN,35.6003,103.2064,21.74,51,0,0.85,clear sky
610,Yulara,AU,-25.2406,130.9889,92.59,24,30,9.71,scattered clouds
611,La Vega,DO,19.2221,-70.5296,72.45,93,36,3.89,scattered clouds
612,Praya,CV,14.9215,-23.5087,73.94,78,0,18.41,clear sky
613,Kamenka,RU,51.3223,42.7678,21.94,94,98,8.95,overcast clouds
614,Cap-Aux-Meules,CA,47.3821,-61.8597,37.45,93,100,29.93,overcast clouds
615,Poso,ID,-1.3959,120.7524,85.41,62,100,4.56,overcast clouds
616,Male,MV,4.1748,73.5089,80.55,83,75,11.5,broken clouds
617,Kokopo,PG,-4.352,152.2633,83.28,72,67,3.06,light rain
618,Simplicio Mendes,BR,-7.8539,-41.9103,74.32,53,45,3.24,scattered clouds
619,Constitucion,CL,-35.3333,-72.4167,52.05,88,32,4.92,scattered clouds
620,Atar,MR,20.5169,-13.0499,65.39,26,0,10.76,clear sky
621,Dali,CN,25.7,100.1833,51.91,50,4,2.44,clear sky
622,Kawalu,ID,-7.3817,108.2082,85.15,67,24,2.3,few clouds
623,Faratsiho,MG,-19.4,46.95,59.27,88,39,1.77,scattered clouds
624,Amantea,IT,39.1332,16.0746,60.85,65,5,4.72,clear sky
625,Darhan,MN,49.4867,105.9228,-0.26,95,57,7.83,broken clouds
626,Broken Hill,AU,-31.95,141.4333,87.49,23,65,15.46,broken clouds
627,Manzanillo,CU,20.3433,-77.1167,72.05,83,22,5.88,few clouds
628,Saint-Pierre,RE,-21.3393,55.4781,80.91,61,0,8.05,clear sky
629,Macusani,PE,-14.0833,-70.4333,39.54,91,100,1.88,overcast clouds
630,Nelson Bay,AU,-32.7167,152.15,70.0,65,38,8.01,scattered clouds
631,Ergani,TR,38.2653,39.7621,42.66,61,100,2.42,overcast clouds
632,San Cristobal,VE,7.7669,-72.225,69.98,93,98,1.23,overcast clouds
633,Yaan,NG,7.3833,8.5667,72.09,22,21,4.92,few clouds
634,Sabancuy,MX,18.9667,-91.1833,76.35,84,75,6.04,broken clouds
635,Simoes,BR,-7.5989,-40.8178,77.16,40,96,5.28,overcast clouds
636,Shelkovskaya,RU,43.5069,46.3392,32.16,82,100,11.9,overcast clouds
637,Puerto Escondido,MX,15.85,-97.0667,77.52,72,42,4.21,scattered clouds
638,Gawler,AU,-34.6,138.7333,87.31,31,100,17.25,overcast clouds
639,Planeta Rica,CO,8.4147,-75.5883,74.61,89,72,5.99,broken clouds
640,Sterling,US,39.0062,-77.4286,30.99,64,100,11.99,overcast clouds
641,Sovetskiy,RU,61.3614,63.5842,12.49,94,100,9.51,light snow
642,Chase,CA,50.8165,-119.6857,-9.92,99,45,1.86,scattered clouds
643,Mackenzie,CA,55.2999,-123.1698,-16.38,76,0,5.75,clear sky
644,Bela Vista,BR,-22.1089,-56.5211,73.0,81,97,3.22,overcast clouds
645,Egvekinot,RU,66.3167,-179.1667,14.23,48,0,9.04,clear sky
646,Ormara,PK,25.2088,64.6357,68.65,36,1,15.86,clear sky
647,Ranong,TH,9.9658,98.6348,78.73,75,96,8.63,overcast clouds
648,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.19,99,100,0.6,heavy intensity rain
649,Gainesville,US,29.6516,-82.3248,55.02,81,0,4.61,clear sky
650,Berezovyy,RU,51.6667,135.7,-1.62,75,4,3.29,clear sky
651,Novoagansk,RU,61.9449,76.6625,5.59,94,100,15.1,light snow
652,Alice Springs,AU,-23.7,133.8833,90.95,33,40,6.91,scattered clouds
653,Vawkavysk,BY,53.1561,24.4513,25.5,96,100,15.97,snow
654,Hirara,JP,24.8,125.2833,71.46,52,20,13.8,few clouds
655,Houma,US,29.5958,-90.7195,50.0,92,100,17.27,moderate rain
656,Miracema Do Tocantins,BR,-9.5618,-48.3967,72.45,92,93,1.03,overcast clouds
657,Porto-Vecchio,FR,41.591,9.2795,47.73,100,0,3.44,clear sky
658,Guane,CU,22.2025,-84.0875,71.92,80,14,4.81,few clouds
659,Bilibino,RU,68.0546,166.4372,14.47,83,95,5.75,overcast clouds
660,Barkot,IN,30.8167,78.2,52.9,20,89,2.89,overcast clouds
661,Matay,EG,28.419,30.7792,57.04,80,90,11.39,overcast clouds
662,Maragogi,BR,-9.0122,-35.2225,76.78,80,38,7.78,scattered clouds
663,Nizhnevartovsk,RU,60.9344,76.5531,5.02,92,100,17.9,light snow
664,Barcelos,PT,41.5388,-8.6151,61.92,96,100,18.68,overcast clouds
665,Foki,RU,56.693,54.3499,-12.51,100,30,3.69,scattered clouds
666,Gwadar,PK,25.1216,62.3254,67.48,36,0,10.45,clear sky
667,Qena,EG,26.1615,32.7183,63.73,38,78,3.62,broken clouds
668,Kattivakkam,IN,13.2167,80.3167,77.09,80,100,11.86,overcast clouds
669,Sokolo,ML,14.7328,-6.1219,71.4,16,91,10.22,overcast clouds
670,Ulladulla,AU,-35.35,150.4667,65.32,54,17,10.42,few clouds
671,Parrita,CR,9.5201,-84.3225,75.58,85,97,3.78,overcast clouds
672,Antofagasta,CL,-23.65,-70.4,67.28,77,23,6.35,few clouds
673,Chinchani,IN,19.8667,72.7,75.83,42,24,7.07,few clouds
674,Rockport,US,28.0206,-97.0544,50.04,94,100,11.5,overcast clouds
675,Atikokan,CA,48.7555,-91.6216,8.55,96,100,3.83,light snow
676,Fairbanks,US,64.8378,-147.7164,-34.64,70,0,0.0,haze
677,Lodja,CD,-3.4833,23.4333,66.9,99,100,1.12,light rain
678,Jamsa,FI,61.8642,25.19,30.15,97,100,6.93,overcast clouds
679,Arrifes,PT,37.7667,-25.7,62.24,94,40,19.57,scattered clouds
680,Kohlu,PK,29.8962,69.252,46.51,36,0,3.51,clear sky
681,Porto Belo,BR,-27.1578,-48.5531,69.75,93,100,14.34,overcast clouds
682,Puerto Madryn,AR,-42.7692,-65.0385,65.07,77,96,11.07,light rain
683,Hastings,GB,50.8552,0.5729,55.8,87,100,29.39,overcast clouds
684,Tarakan,ID,3.3,117.6333,81.9,83,40,4.61,scattered clouds
685,Roald,NO,62.5833,6.1333,46.17,93,100,4.61,overcast clouds
686,Batagay-Alyta,RU,67.8006,130.4114,-24.52,91,91,2.8,overcast clouds
687,Basco,PH,20.4487,121.9702,73.96,75,100,30.29,overcast clouds
